Order_ID,Customer_ID,Order_Date,Required_Delivery_Date,Actual_Delivery_Date,Delay_Days,Shipping_Cost,Contract_Grace_Period_Days,Warehouse_Location,Distance_to_Warehouse_km,Is_Complained,Complaint_Reason
ORD-101106,B2B-17449,2025-11-22 20:26:13,2025-12-02 20:26:13,2025-12-03 20:26:13,1,78.46,7,Brisbane,275.78,0.0,
ORD-101107,B2B-56377,2026-02-11 11:27:33,2026-02-22 11:27:33,2026-02-24 11:27:33,2,78.57,3,Perth,536.78,0.0,
ORD-101108,B2B-42934,2025-08-30 14:35:34,2025-09-13 14:35:34,2025-09-15 14:35:34,2,85.9,3,Brisbane,637.56,1.0,Late Delivery
ORD-101109,B2B-91629,2026-03-09 13:25:55,2026-03-17 13:25:55,2026-03-19 13:25:55,2,66.63,3,Adelaide,222.93,0.0,
ORD-101110,B2B-87026,2026-02-19 22:28:14,2026-03-01 22:28:14,2026-03-01 22:28:14,0,58.27,3,Melbourne,149.38,0.0,
ORD-101111,B2B-58412,2026-04-30 17:38:32,2026-05-07 17:38:32,2026-05-08 17:38:32,1,78.27,7,Adelaide,543.27,0.0,
ORD-101112,B2B-68919,2026-06-24 05:06:48,2026-07-02 05:06:48,2026-07-01 05:06:48,-1,61.99,7,Adelaide,182.23,0.0,
ORD-101113,B2B-21647,2026-05-21 13:23:07,2026-06-02 13:23:07,2026-06-05 13:23:07,3,61.34,3,Perth,378.29,0.0,
ORD-101114,B2B-50991,2026-07-16 12:01:31,2026-07-23 12:01:31,2026-07-21 12:01:31,-2,39.34,3,Adelaide,152.72,0.0,
ORD-101115,B2B-11435,2026-02-25 03:05:58,2026-03-07 03:05:58,2026-03-07 03:05:58,0,47.1,7,Melbourne,298.71,0.0,
ORD-101116,B2B-4727,2026-04-20 22:05:30,2026-04-28 22:05:30,2026-05-01 22:05:30,3,79.47,7,Adelaide,619.93,0.0,
ORD-101117,B2B-85628,2026-02-08 06:38:56,2026-02-15 06:38:56,2026-02-11 06:38:56,-4,60.9,7,Brisbane,299.31,0.0,
ORD-101118,B2B-36952,2026-07-17 22:37:40,2026-07-29 22:37:40,2026-08-05 22:37:40,7,91.55,7,Melbourne,659.01,1.0,Late Delivery
ORD-101119,B2B-21862,2025-08-24 13:54:05,2025-09-06 13:54:05,2025-09-09 13:54:05,3,78.05,3,Brisbane,673.76,0.0,
ORD-101120,B2B-35219,2025-11-11 07:59:32,2025-11-23 07:59:32,2025-11-23 07:59:32,0,57.96,3,Adelaide,290.88,0.0,
ORD-101121,B2B-41761,2026-03-22 10:34:54,2026-03-29 10:34:54,2026-03-29 10:34:54,0,64.98,3,Adelaide,248.81,0.0,
ORD-101122,B2B-67047,2026-04-28 18:09:36,2026-05-07 18:09:36,2026-05-07 18:09:36,0,64.59,3,Brisbane,131.63,0.0,
ORD-101123,B2B-51530,2025-11-04 06:13:54,2025-11-14 06:13:54,2025-11-15 06:13:54,1,63.35,3,Brisbane,257.73,0.0,
ORD-101124,B2B-53047,2025-11-19 13:27:38,2025-11-30 13:27:38,2025-12-01 13:27:38,1,70.16,3,Brisbane,465.29,0.0,
ORD-101125,B2B-90351,2025-12-26 21:31:27,2026-01-06 21:31:27,2026-01-04 21:31:27,-2,50.64,7,Perth,64.85,0.0,
ORD-101126,B2B-79866,2026-01-16 05:56:34,2026-01-30 05:56:34,2026-01-30 05:56:34,0,62.84,3,Perth,122.78,0.0,
ORD-101127,B2B-699,2025-10-08 03:45:07,2025-10-17 03:45:07,2025-10-18 03:45:07,1,65.03,3,Melbourne,312.08,0.0,
ORD-101128,B2B-41342,2026-07-23 05:08:02,2026-08-06 05:08:02,2026-08-05 05:08:02,-1,54.28,3,Adelaide,247.72,0.0,
ORD-101129,B2B-41910,2026-05-11 05:36:02,2026-05-20 05:36:02,2026-05-19 05:36:02,-1,66.09,3,Brisbane,191.25,0.0,
ORD-101130,B2B-58025,2025-09-23 11:46:45,2025-10-04 11:46:45,2025-10-04 11:46:45,0,63.33,3,Melbourne,333.8,0.0,
ORD-101131,B2B-39956,2026-03-15 20:12:53,2026-03-28 20:12:53,2026-03-30 20:12:53,2,45.8,3,Brisbane,298.72,0.0,
ORD-101132,B2B-56992,2026-01-17 14:19:24,2026-01-28 14:19:24,2026-01-28 14:19:24,0,62.38,3,Brisbane,164.68,0.0,
ORD-101133,B2B-77661,2026-01-20 21:20:37,2026-02-02 21:20:37,2026-02-06 21:20:37,4,83.89,3,Melbourne,852.66,0.0,
ORD-101134,B2B-41910,2026-01-19 18:37:54,2026-01-28 18:37:54,2026-01-28 18:37:54,0,46.28,3,Brisbane,191.25,0.0,
ORD-101135,B2B-12451,2026-04-12 07:54:50,2026-04-20 07:54:50,2026-04-20 07:54:50,0,57.92,3,Brisbane,110.17,0.0,
ORD-101136,B2B-91425,2025-11-16 05:15:25,2025-11-26 05:15:25,2025-11-23 05:15:25,-3,73.15,3,Brisbane,396.55,0.0,
ORD-101137,B2B-54672,2026-06-02 21:26:03,2026-06-09 21:26:03,2026-06-11 21:26:03,2,65.67,3,Melbourne,550.57,0.0,
ORD-101138,B2B-48439,2025-12-26 13:33:44,2026-01-07 13:33:44,2026-01-07 13:33:44,0,74.27,3,Adelaide,187.34,0.0,
ORD-101139,B2B-59929,2025-12-15 02:50:32,2025-12-24 02:50:32,2025-12-24 02:50:32,0,49.71,3,Perth,145.95,0.0,
ORD-101140,B2B-83563,2025-11-06 02:06:51,2025-11-17 02:06:51,2025-11-18 02:06:51,1,89.62,3,Perth,472.14,0.0,
ORD-101141,B2B-74695,2025-12-19 13:58:23,2025-12-29 13:58:23,2025-12-31 13:58:23,2,82.19,3,Melbourne,672.08,0.0,
ORD-101142,B2B-33392,2025-09-10 15:56:54,2025-09-19 15:56:54,2025-09-19 15:56:54,0,72.65,7,Adelaide,172.39,0.0,
ORD-101143,B2B-24529,2026-07-22 07:27:31,2026-07-31 07:27:31,2026-07-31 07:27:31,0,84.84,3,Brisbane,628.53,0.0,
ORD-101144,B2B-77562,2026-02-12 17:48:34,2026-02-25 17:48:34,2026-02-26 17:48:34,1,49.96,7,Perth,194.73,0.0,
ORD-101145,B2B-84142,2026-01-11 02:48:04,2026-01-22 02:48:04,2026-01-22 02:48:04,0,82.79,3,Perth,298.29,0.0,
ORD-101146,B2B-916,2026-01-03 02:52:31,2026-01-16 02:52:31,2026-01-17 02:52:31,1,51.64,3,Melbourne,189.92,0.0,
ORD-101147,B2B-76363,2025-10-08 15:53:05,2025-10-17 15:53:05,2025-10-17 15:53:05,0,98.79,7,Melbourne,555.75,0.0,
ORD-101148,B2B-87026,2025-09-27 10:02:39,2025-10-07 10:02:39,2025-10-05 10:02:39,-2,55.08,3,Melbourne,149.38,0.0,
ORD-101149,B2B-42372,2026-02-26 09:50:25,2026-03-09 09:50:25,2026-03-07 09:50:25,-2,75.43,3,Melbourne,306.08,0.0,
ORD-101150,B2B-39082,2026-02-04 15:37:34,2026-02-13 15:37:34,2026-02-12 15:37:34,-1,50.33,3,Melbourne,287.99,0.0,
ORD-101151,B2B-12409,2026-05-21 15:23:51,2026-05-29 15:23:51,2026-05-29 15:23:51,0,69.87,7,Adelaide,200.39,0.0,
ORD-101152,B2B-40178,2026-03-16 07:20:07,2026-03-24 07:20:07,2026-03-24 07:20:07,0,82.68,3,Melbourne,294.57,0.0,
ORD-101153,B2B-68919,2025-10-04 11:24:23,2025-10-17 11:24:23,2025-10-17 11:24:23,0,50.29,7,Adelaide,182.23,0.0,
ORD-101154,B2B-79642,2026-07-08 12:15:40,2026-07-15 12:15:40,2026-07-15 12:15:40,0,76.6,3,Melbourne,606.95,0.0,
ORD-101155,B2B-53047,2025-12-12 22:12:48,2025-12-23 22:12:48,2025-12-23 22:12:48,0,72.98,3,Brisbane,465.29,0.0,
ORD-101156,B2B-17175,2026-05-18 01:27:18,2026-05-31 01:27:18,2026-05-31 01:27:18,0,94.68,3,Melbourne,699.29,0.0,
ORD-101157,B2B-52689,2025-11-04 22:59:09,2025-11-13 22:59:09,2025-11-09 22:59:09,-4,80.4,3,Melbourne,643.13,0.0,
ORD-101158,B2B-8641,2025-09-09 20:35:43,2025-09-23 20:35:43,2025-09-24 20:35:43,1,60.36,3,Melbourne,141.06,0.0,
ORD-101159,B2B-71923,2025-09-29 15:38:08,2025-10-13 15:38:08,2025-10-13 15:38:08,0,85.7,3,Brisbane,815.91,0.0,
ORD-101160,B2B-54346,2026-06-22 20:01:56,2026-07-05 20:01:56,2026-07-05 20:01:56,0,82.82,7,Melbourne,648.51,0.0,
ORD-101161,B2B-10240,2026-02-18 11:49:16,2026-02-26 11:49:16,2026-02-24 11:49:16,-2,49.04,7,Perth,327.65,0.0,
ORD-101162,B2B-3443,2026-04-22 01:54:16,2026-05-04 01:54:16,2026-05-04 01:54:16,0,59.75,3,Adelaide,221.32,0.0,
ORD-101163,B2B-97179,2026-05-25 02:13:15,2026-06-02 02:13:15,2026-06-02 02:13:15,0,56.09,3,Melbourne,566.59,0.0,
ORD-101164,B2B-81420,2026-01-31 17:10:47,2026-02-10 17:10:47,2026-02-10 17:10:47,0,55.57,3,Melbourne,147.06,0.0,
ORD-101165,B2B-6903,2026-05-31 01:48:40,2026-06-08 01:48:40,2026-06-06 01:48:40,-2,37.26,3,Perth,112.24,0.0,
ORD-101166,B2B-49044,2025-08-28 22:33:07,2025-09-10 22:33:07,2025-09-08 22:33:07,-2,89.61,7,Brisbane,662.08,0.0,
ORD-101167,B2B-96058,2025-11-17 15:17:46,2025-11-25 15:17:46,2025-11-25 15:17:46,0,78.49,7,Melbourne,216.57,0.0,
ORD-101168,B2B-15429,2025-10-12 11:29:25,2025-10-20 11:29:25,2025-10-20 11:29:25,0,79.68,3,Brisbane,682.84,0.0,
ORD-101169,B2B-1715,2026-06-09 14:25:10,2026-06-19 14:25:10,2026-06-19 14:25:10,0,57.38,7,Melbourne,321.45,0.0,
ORD-101170,B2B-54897,2025-12-16 09:20:30,2025-12-29 09:20:30,2025-12-27 09:20:30,-2,52.32,3,Melbourne,287.59,0.0,
ORD-101171,B2B-41054,2026-04-07 02:05:14,2026-04-20 02:05:14,2026-04-20 02:05:14,0,72.5,7,Perth,470.71,0.0,
ORD-101172,B2B-26477,2026-01-17 22:46:04,2026-01-28 22:46:04,2026-01-28 22:46:04,0,73.64,3,Melbourne,267.63,0.0,
ORD-101173,B2B-12172,2026-02-11 05:34:10,2026-02-20 05:34:10,2026-02-20 05:34:10,0,61.32,7,Brisbane,499.33,0.0,
ORD-101174,B2B-99480,2025-11-20 07:34:41,2025-11-28 07:34:41,2025-11-30 07:34:41,2,69.56,3,Perth,448.58,1.0,Late Delivery
ORD-101175,B2B-53943,2026-07-30 21:01:55,2026-08-11 21:01:55,2026-08-15 21:01:55,4,94.9,3,Melbourne,648.98,1.0,Late Delivery
ORD-101176,B2B-58252,2026-04-07 02:40:22,2026-04-14 02:40:22,2026-04-15 02:40:22,1,72.54,3,Melbourne,190.25,0.0,
ORD-101177,B2B-38826,2025-12-05 05:55:59,2025-12-18 05:55:59,2025-12-18 05:55:59,0,88.6,7,Brisbane,536.49,0.0,
ORD-101178,B2B-1835,2026-04-01 23:45:29,2026-04-10 23:45:29,2026-04-09 23:45:29,-1,83.91,3,Melbourne,675.3,0.0,
ORD-101179,B2B-99069,2026-01-28 02:12:26,2026-02-04 02:12:26,2026-02-02 02:12:26,-2,73.53,3,Brisbane,505.28,0.0,
ORD-101180,B2B-16615,2025-10-17 17:57:22,2025-10-29 17:57:22,2025-10-28 17:57:22,-1,68.41,3,Brisbane,353.55,0.0,
ORD-101181,B2B-69617,2025-09-22 19:43:50,2025-10-06 19:43:50,2025-10-04 19:43:50,-2,82.35,7,Melbourne,439.75,0.0,
ORD-101182,B2B-2979,2026-06-19 07:47:27,2026-07-02 07:47:27,2026-07-01 07:47:27,-1,82.89,3,Brisbane,367.89,0.0,
ORD-101183,B2B-77707,2026-05-24 13:01:47,2026-06-02 13:01:47,2026-05-31 13:01:47,-2,60.75,3,Melbourne,132.1,0.0,
ORD-101184,B2B-51328,2025-09-23 08:32:32,2025-10-05 08:32:32,2025-10-05 08:32:32,0,78.61,3,Brisbane,571.61,0.0,
ORD-101185,B2B-51530,2025-12-17 02:13:57,2025-12-31 02:13:57,2026-01-02 02:13:57,2,66.04,3,Brisbane,257.73,0.0,
ORD-101186,B2B-24971,2025-11-29 13:04:10,2025-12-12 13:04:10,2025-12-16 13:04:10,4,63.15,3,Melbourne,288.01,1.0,Late Delivery
ORD-101187,B2B-17520,2025-10-23 14:47:03,2025-10-30 14:47:03,2025-10-28 14:47:03,-2,48.13,7,Melbourne,74.84,0.0,
ORD-101188,B2B-14626,2026-02-20 20:10:23,2026-03-03 20:10:23,2026-03-03 20:10:23,0,79.15,3,Melbourne,632.92,0.0,
ORD-101189,B2B-72219,2025-11-10 11:10:10,2025-11-24 11:10:10,2025-11-23 11:10:10,-1,85.22,7,Brisbane,428.71,0.0,
ORD-101190,B2B-9933,2026-06-15 06:36:08,2026-06-22 06:36:08,2026-06-19 06:36:08,-3,45.51,7,Adelaide,318.11,0.0,
ORD-101191,B2B-15563,2025-10-09 07:08:26,2025-10-16 07:08:26,2025-10-19 07:08:26,3,66.47,7,Brisbane,559.64,0.0,
ORD-101192,B2B-50609,2026-02-01 23:53:21,2026-02-08 23:53:21,2026-02-05 23:53:21,-3,50.92,7,Melbourne,160.69,0.0,
ORD-101193,B2B-97179,2025-10-18 22:54:43,2025-10-26 22:54:43,2025-10-30 22:54:43,4,73.55,3,Melbourne,566.59,0.0,
ORD-101194,B2B-82861,2026-07-12 21:27:35,2026-07-24 21:27:35,2026-07-23 21:27:35,-1,66.52,7,Brisbane,269.58,0.0,
ORD-101195,B2B-28375,2026-01-12 13:27:31,2026-01-25 13:27:31,2026-01-28 13:27:31,3,78.41,3,Brisbane,465.41,0.0,
ORD-101196,B2B-58522,2026-03-30 00:25:25,2026-04-13 00:25:25,2026-04-13 00:25:25,0,90.97,3,Melbourne,613.4,0.0,
ORD-101197,B2B-72630,2026-03-06 23:10:05,2026-03-13 23:10:05,2026-03-13 23:10:05,0,47.42,3,Brisbane,54.03,0.0,
ORD-101198,B2B-54945,2026-07-28 23:12:30,2026-08-11 23:12:30,2026-08-12 23:12:30,1,61.89,7,Brisbane,251.33,0.0,
ORD-101199,B2B-69495,2026-03-03 23:53:57,2026-03-14 23:53:57,2026-03-12 23:53:57,-2,50.77,3,Adelaide,147.01,0.0,
ORD-101200,B2B-5208,2026-05-20 23:53:05,2026-06-03 23:53:05,2026-06-03 23:53:05,0,83.13,3,Brisbane,483.35,0.0,
ORD-101201,B2B-84692,2026-07-23 17:32:41,2026-08-03 17:32:41,2026-08-05 17:32:41,2,77.78,3,Melbourne,682.93,1.0,Late Delivery
ORD-101202,B2B-74018,2025-09-15 13:17:44,2025-09-28 13:17:44,2025-09-27 13:17:44,-1,71.94,3,Brisbane,437.58,0.0,
ORD-101203,B2B-15987,2026-03-11 21:55:01,2026-03-21 21:55:01,2026-03-19 21:55:01,-2,86.91,3,Melbourne,646.88,0.0,
ORD-101204,B2B-1530,2026-02-18 01:16:05,2026-03-04 01:16:05,2026-03-04 01:16:05,0,71.98,3,Brisbane,38.68,0.0,
ORD-101205,B2B-68926,2025-11-23 06:03:06,2025-12-04 06:03:06,2025-12-04 06:03:06,0,71.95,3,Brisbane,258.66,0.0,
ORD-101206,B2B-35323,2026-03-05 21:31:34,2026-03-14 21:31:34,2026-03-19 21:31:34,5,55.56,3,Perth,248.47,1.0,Late Delivery
ORD-101207,B2B-12689,2026-03-08 10:59:11,2026-03-20 10:59:11,2026-03-19 10:59:11,-1,65.89,7,Melbourne,125.28,0.0,
ORD-101208,B2B-40012,2026-02-11 07:01:10,2026-02-23 07:01:10,2026-02-23 07:01:10,0,45.41,7,Adelaide,70.68,0.0,
ORD-101209,B2B-20421,2026-07-11 09:16:20,2026-07-18 09:16:20,2026-07-18 09:16:20,0,67.91,3,Brisbane,718.6,0.0,
ORD-101210,B2B-37007,2026-06-23 05:21:48,2026-07-07 05:21:48,2026-07-10 05:21:48,3,66.61,3,Adelaide,369.48,1.0,Late Delivery
ORD-101211,B2B-33181,2026-07-09 11:55:39,2026-07-23 11:55:39,2026-07-23 11:55:39,0,65.73,3,Adelaide,257.39,0.0,
ORD-101212,B2B-47320,2026-07-27 20:00:27,2026-08-10 20:00:27,2026-08-08 20:00:27,-2,76.42,3,Melbourne,752.74,0.0,
ORD-101213,B2B-21862,2025-10-31 04:51:13,2025-11-11 04:51:13,2025-11-14 04:51:13,3,79.79,3,Brisbane,673.76,0.0,
ORD-101214,B2B-4952,2025-09-19 14:19:04,2025-10-02 14:19:04,2025-10-02 14:19:04,0,54.93,3,Brisbane,366.81,0.0,
ORD-101215,B2B-77702,2026-01-10 00:11:27,2026-01-24 00:11:27,2026-01-24 00:11:27,0,59.99,7,Brisbane,154.37,0.0,
ORD-101216,B2B-1530,2026-02-11 01:23:22,2026-02-23 01:23:22,2026-02-23 01:23:22,0,54.83,3,Brisbane,38.68,0.0,
ORD-101217,B2B-17750,2026-06-26 04:22:34,2026-07-04 04:22:34,2026-07-04 04:22:34,0,42.72,3,Perth,179.54,0.0,
ORD-101218,B2B-760,2025-12-03 09:55:51,2025-12-14 09:55:51,2025-12-15 09:55:51,1,46.88,3,Adelaide,248.77,0.0,
ORD-101219,B2B-89062,2026-05-26 13:53:56,2026-06-08 13:53:56,2026-06-11 13:53:56,3,57.32,7,Perth,129.41,1.0,Late Delivery
ORD-101220,B2B-62843,2025-12-23 14:27:06,2026-01-03 14:27:06,2026-01-04 14:27:06,1,52.84,7,Melbourne,82.28,0.0,
ORD-101221,B2B-17520,2025-12-11 12:19:11,2025-12-25 12:19:11,2025-12-27 12:19:11,2,63.77,7,Melbourne,74.84,0.0,
ORD-101222,B2B-41706,2026-07-21 14:21:41,2026-07-30 14:21:41,2026-07-28 14:21:41,-2,59.01,7,Adelaide,65.65,1.0,Quality Issue
ORD-101223,B2B-10240,2025-10-10 18:17:32,2025-10-18 18:17:32,2025-10-15 18:17:32,-3,60.81,7,Perth,327.65,0.0,
ORD-101224,B2B-6337,2026-04-03 18:44:08,2026-04-11 18:44:08,2026-04-11 18:44:08,0,62.89,7,Melbourne,362.09,0.0,
ORD-101225,B2B-19617,2025-11-23 00:01:17,2025-12-06 00:01:17,2025-12-06 00:01:17,0,67.91,7,Adelaide,408.26,0.0,
ORD-101226,B2B-5963,2026-05-27 06:09:17,2026-06-06 06:09:17,2026-06-04 06:09:17,-2,68.67,3,Brisbane,539.47,0.0,
ORD-101227,B2B-16719,2026-04-22 03:34:58,2026-05-04 03:34:58,2026-05-03 03:34:58,-1,66.99,7,Perth,326.27,0.0,
ORD-101228,B2B-16829,2026-02-15 20:27:11,2026-02-22 20:27:11,2026-02-23 20:27:11,1,68.34,3,Melbourne,128.6,0.0,
ORD-101229,B2B-50609,2026-01-08 15:58:26,2026-01-17 15:58:26,2026-01-17 15:58:26,0,58.82,7,Melbourne,160.69,0.0,
ORD-101230,B2B-2979,2026-05-11 23:06:32,2026-05-24 23:06:32,2026-05-24 23:06:32,0,76.45,3,Brisbane,367.89,0.0,
ORD-101231,B2B-10435,2026-05-22 03:14:10,2026-06-05 03:14:10,2026-06-03 03:14:10,-2,58.08,3,Melbourne,145.35,0.0,
ORD-101232,B2B-45330,2025-10-05 04:21:31,2025-10-14 04:21:31,2025-10-20 04:21:31,6,65.23,3,Brisbane,371.39,0.0,
ORD-101233,B2B-4182,2025-08-20 17:01:06,2025-09-02 17:01:06,2025-09-02 17:01:06,0,55.25,3,Melbourne,385.92,0.0,
ORD-101234,B2B-33006,2026-04-02 16:40:03,2026-04-12 16:40:03,2026-04-10 16:40:03,-2,45.45,3,Brisbane,288.71,0.0,
ORD-101235,B2B-27599,2026-02-20 03:09:03,2026-02-27 03:09:03,2026-02-24 03:09:03,-3,93.42,3,Brisbane,705.12,0.0,
ORD-101236,B2B-75395,2025-10-15 07:19:22,2025-10-28 07:19:22,2025-10-28 07:19:22,0,45.38,7,Brisbane,95.08,0.0,
ORD-101237,B2B-75641,2026-07-25 06:29:18,2026-08-07 06:29:18,2026-08-08 06:29:18,1,45.13,3,Adelaide,39.25,0.0,
ORD-101238,B2B-4919,2026-07-04 15:28:23,2026-07-17 15:28:23,2026-07-17 15:28:23,0,46.75,3,Perth,100.95,0.0,
ORD-101239,B2B-47096,2025-10-17 18:54:49,2025-10-24 18:54:49,2025-10-24 18:54:49,0,55.56,3,Brisbane,91.69,0.0,
ORD-101240,B2B-14370,2025-09-17 10:04:02,2025-09-26 10:04:02,2025-09-26 10:04:02,0,67.1,7,Brisbane,314.39,0.0,
ORD-101241,B2B-69665,2026-03-23 03:37:55,2026-03-30 03:37:55,2026-03-31 03:37:55,1,83.83,3,Melbourne,585.98,0.0,
ORD-101242,B2B-58097,2026-04-15 01:33:33,2026-04-26 01:33:33,2026-04-28 01:33:33,2,71.86,3,Melbourne,527.36,0.0,
ORD-101243,B2B-582,2026-02-09 00:23:09,2026-02-22 00:23:09,2026-02-21 00:23:09,-1,55.61,3,Perth,244.06,0.0,
ORD-101244,B2B-24529,2026-01-28 20:23:54,2026-02-08 20:23:54,2026-02-08 20:23:54,0,92.01,3,Brisbane,628.53,0.0,
ORD-101245,B2B-54070,2025-10-27 10:23:24,2025-11-07 10:23:24,2025-11-09 10:23:24,2,71.99,3,Brisbane,415.03,1.0,Late Delivery
ORD-101246,B2B-41910,2026-01-17 22:24:13,2026-01-29 22:24:13,2026-01-30 22:24:13,1,47.8,3,Brisbane,191.25,0.0,
ORD-101247,B2B-13496,2026-06-27 10:20:58,2026-07-06 10:20:58,2026-07-12 10:20:58,6,61.7,3,Melbourne,404.5,1.0,Late Delivery
ORD-101248,B2B-36952,2025-10-30 17:40:02,2025-11-11 17:40:02,2025-11-11 17:40:02,0,65.4,7,Melbourne,659.01,0.0,
ORD-101249,B2B-89458,2025-11-08 23:04:07,2025-11-15 23:04:07,2025-11-15 23:04:07,0,87.63,7,Adelaide,169.02,0.0,
ORD-101250,B2B-83562,2026-02-12 22:48:42,2026-02-20 22:48:42,2026-02-16 22:48:42,-4,54.72,7,Brisbane,229.29,0.0,
ORD-101251,B2B-45405,2026-01-17 09:31:19,2026-01-28 09:31:19,2026-01-28 09:31:19,0,85.44,7,Melbourne,705.59,0.0,
ORD-101252,B2B-50991,2026-06-18 23:55:10,2026-06-25 23:55:10,2026-06-24 23:55:10,-1,71.68,3,Adelaide,152.72,0.0,
ORD-101253,B2B-5625,2025-11-05 10:50:37,2025-11-17 10:50:37,2025-11-16 10:50:37,-1,72.46,3,Brisbane,674.77,0.0,
ORD-101254,B2B-89458,2025-10-04 21:56:11,2025-10-12 21:56:11,2025-10-10 21:56:11,-2,61.01,7,Adelaide,169.02,0.0,
ORD-101255,B2B-99501,2026-02-04 20:07:10,2026-02-16 20:07:10,2026-02-18 20:07:10,2,100.17,3,Melbourne,643.12,0.0,
ORD-101256,B2B-28602,2025-08-25 02:46:52,2025-09-07 02:46:52,2025-09-10 02:46:52,3,41.2,3,Melbourne,223.1,0.0,
ORD-101257,B2B-77482,2026-04-06 03:31:57,2026-04-13 03:31:57,2026-04-13 03:31:57,0,52.17,7,Melbourne,132.64,0.0,
ORD-101258,B2B-41547,2025-11-06 02:11:20,2025-11-20 02:11:20,2025-11-19 02:11:20,-1,49.67,3,Brisbane,272.28,0.0,
ORD-101259,B2B-53047,2025-10-26 08:21:45,2025-11-04 08:21:45,2025-11-04 08:21:45,0,75.4,3,Brisbane,465.29,0.0,
ORD-101260,B2B-50991,2026-01-23 04:52:16,2026-02-04 04:52:16,2026-02-03 04:52:16,-1,33.09,3,Adelaide,152.72,0.0,
ORD-101261,B2B-18221,2026-03-15 08:26:51,2026-03-26 08:26:51,2026-03-27 08:26:51,1,61.51,3,Perth,348.44,0.0,
ORD-101262,B2B-20126,2025-10-24 09:25:19,2025-11-05 09:25:19,2025-11-04 09:25:19,-1,55.53,3,Brisbane,415.01,0.0,
ORD-101263,B2B-40085,2025-12-05 00:40:54,2025-12-12 00:40:54,2025-12-11 00:40:54,-1,74.14,3,Adelaide,297.66,0.0,
ORD-101264,B2B-57770,2026-04-06 13:06:21,2026-04-16 13:06:21,2026-04-17 13:06:21,1,68.39,3,Perth,398.92,0.0,
ORD-101265,B2B-4952,2025-09-04 07:46:21,2025-09-18 07:46:21,2025-09-24 07:46:21,6,76.61,3,Brisbane,366.81,1.0,Late Delivery
ORD-101266,B2B-16185,2026-02-12 17:08:35,2026-02-26 17:08:35,2026-02-26 17:08:35,0,69.2,3,Melbourne,106.42,0.0,
ORD-101267,B2B-57541,2025-11-29 10:54:44,2025-12-07 10:54:44,2025-12-07 10:54:44,0,56.12,3,Brisbane,338.12,0.0,
ORD-101268,B2B-91629,2025-12-10 02:00:04,2025-12-20 02:00:04,2025-12-21 02:00:04,1,57.2,3,Adelaide,222.93,0.0,
ORD-101269,B2B-36952,2025-12-20 11:45:30,2025-12-27 11:45:30,2025-12-28 11:45:30,1,77.88,7,Melbourne,659.01,0.0,
ORD-101270,B2B-88750,2026-01-19 01:35:25,2026-01-26 01:35:25,2026-01-26 01:35:25,0,38.32,7,Melbourne,232.31,0.0,
ORD-101271,B2B-65273,2026-01-10 00:28:04,2026-01-24 00:28:04,2026-01-24 00:28:04,0,67.04,3,Melbourne,526.64,0.0,
ORD-101272,B2B-93157,2026-07-08 23:03:30,2026-07-17 23:03:30,2026-07-19 23:03:30,2,56.86,3,Perth,103.37,0.0,
ORD-101273,B2B-45936,2025-10-03 08:22:15,2025-10-11 08:22:15,2025-10-12 08:22:15,1,75.37,3,Perth,315.79,1.0,Late Delivery
ORD-101274,B2B-15987,2026-05-21 07:18:08,2026-05-29 07:18:08,2026-05-28 07:18:08,-1,99.01,3,Melbourne,646.88,0.0,
ORD-101275,B2B-12858,2026-01-21 07:17:48,2026-02-03 07:17:48,2026-02-04 07:17:48,1,85.39,7,Brisbane,294.08,1.0,Customer Service
ORD-101276,B2B-35745,2026-03-28 16:08:28,2026-04-11 16:08:28,2026-04-12 16:08:28,1,56.75,7,Brisbane,188.89,0.0,
ORD-101277,B2B-28109,2025-11-30 12:16:39,2025-12-11 12:16:39,2025-12-11 12:16:39,0,44.26,7,Melbourne,53.68,0.0,
ORD-101278,B2B-81420,2025-10-15 16:37:43,2025-10-28 16:37:43,2025-10-28 16:37:43,0,71.92,3,Melbourne,147.06,0.0,
ORD-101279,B2B-84142,2025-12-27 06:07:44,2026-01-10 06:07:44,2026-01-09 06:07:44,-1,49.33,3,Perth,298.29,0.0,
ORD-101280,B2B-92368,2025-08-23 02:18:06,2025-09-02 02:18:06,2025-09-02 02:18:06,0,62.27,3,Brisbane,113.13,0.0,
ORD-101281,B2B-13363,2026-03-07 06:31:31,2026-03-15 06:31:31,2026-03-14 06:31:31,-1,53.01,3,Perth,167.98,0.0,
ORD-101282,B2B-84509,2026-07-25 07:31:40,2026-08-04 07:31:40,2026-08-01 07:31:40,-3,65.82,3,Brisbane,417.09,0.0,
ORD-101283,B2B-5963,2025-10-01 22:44:47,2025-10-13 22:44:47,2025-10-13 22:44:47,0,69.59,3,Brisbane,539.47,0.0,
ORD-101284,B2B-96058,2025-09-17 14:23:28,2025-10-01 14:23:28,2025-09-27 14:23:28,-4,53.34,7,Melbourne,216.57,0.0,
ORD-101285,B2B-84058,2025-10-19 03:58:14,2025-10-30 03:58:14,2025-10-30 03:58:14,0,70.31,3,Brisbane,322.72,0.0,
ORD-101286,B2B-11884,2026-01-22 11:58:27,2026-02-01 11:58:27,2026-01-31 11:58:27,-1,91.27,3,Brisbane,732.96,0.0,
