Order_ID,Customer_ID,Distance_to_Warehouse_km,Contract_Grace_Period_Days,Lead_Time_Allowed,Is_Weekend_Deadline,Shipping_Cost,Delay_Days,Days_Beyond_Grace,Is_Late_Complaint
ORD-101174,B2B-99480,448.58,3,8,0,69.56,2,0,1
ORD-101175,B2B-53943,648.98,3,12,0,94.9,4,1,1
ORD-101176,B2B-58252,190.25,3,7,0,72.54,1,0,0
ORD-101177,B2B-38826,536.49,7,13,0,88.6,0,0,0
ORD-101178,B2B-1835,675.3,3,9,0,83.91,-1,0,0
ORD-101179,B2B-99069,505.28,3,7,0,73.53,-2,0,0
ORD-101180,B2B-16615,353.55,3,12,0,68.41,-1,0,0
ORD-101181,B2B-69617,439.75,7,14,0,82.35,-2,0,0
ORD-101182,B2B-2979,367.89,3,13,0,82.89,-1,0,0
ORD-101183,B2B-77707,132.1,3,9,0,60.75,-2,0,0
ORD-101184,B2B-51328,571.61,3,12,1,78.61,0,0,0
ORD-101185,B2B-51530,257.73,3,14,0,66.04,2,0,0
ORD-101186,B2B-24971,288.01,3,13,0,63.15,4,1,1
ORD-101187,B2B-17520,74.84,7,7,0,48.13,-2,0,0
ORD-101188,B2B-14626,632.92,3,11,0,79.15,0,0,0
ORD-101189,B2B-72219,428.71,7,14,0,85.22,-1,0,0
ORD-101190,B2B-9933,318.11,7,7,0,45.51,-3,0,0
ORD-101191,B2B-15563,559.64,7,7,0,66.47,3,0,0
ORD-101192,B2B-50609,160.69,7,7,1,50.92,-3,0,0
ORD-101193,B2B-97179,566.59,3,8,1,73.55,4,1,0
ORD-101194,B2B-82861,269.58,7,12,0,66.52,-1,0,0
ORD-101195,B2B-28375,465.41,3,13,1,78.41,3,0,0
ORD-101196,B2B-58522,613.4,3,14,0,90.97,0,0,0
ORD-101197,B2B-72630,54.03,3,7,0,47.42,0,0,0
ORD-101198,B2B-54945,251.33,7,14,0,61.89,1,0,0
ORD-101199,B2B-69495,147.01,3,11,1,50.77,-2,0,0
ORD-101200,B2B-5208,483.35,3,14,0,83.13,0,0,0
ORD-101201,B2B-84692,682.93,3,11,0,77.78,2,0,1
ORD-101202,B2B-74018,437.58,3,13,1,71.94,-1,0,0
ORD-101203,B2B-15987,646.88,3,10,1,86.91,-2,0,0
ORD-101204,B2B-1530,38.68,3,14,0,71.98,0,0,0
ORD-101205,B2B-68926,258.66,3,11,0,71.95,0,0,0
ORD-101206,B2B-35323,248.47,3,9,1,55.56,5,2,1
ORD-101207,B2B-12689,125.28,7,12,0,65.89,-1,0,0
ORD-101208,B2B-40012,70.68,7,12,0,45.41,0,0,0
ORD-101209,B2B-20421,718.6,3,7,1,67.91,0,0,0
ORD-101210,B2B-37007,369.48,3,14,0,66.61,3,0,1
ORD-101211,B2B-33181,257.39,3,14,0,65.73,0,0,0
ORD-101212,B2B-47320,752.74,3,14,0,76.42,-2,0,0
ORD-101213,B2B-21862,673.76,3,11,0,79.79,3,0,0
ORD-101214,B2B-4952,366.81,3,13,0,54.93,0,0,0
ORD-101215,B2B-77702,154.37,7,14,1,59.99,0,0,0
ORD-101216,B2B-1530,38.68,3,12,0,54.83,0,0,0
ORD-101217,B2B-17750,179.54,3,8,1,42.72,0,0,0
ORD-101218,B2B-760,248.77,3,11,1,46.88,1,0,0
ORD-101219,B2B-89062,129.41,7,13,0,57.32,3,0,1
ORD-101220,B2B-62843,82.28,7,11,1,52.84,1,0,0
ORD-101221,B2B-17520,74.84,7,14,0,63.77,2,0,0
ORD-101222,B2B-41706,65.65,7,9,0,59.01,-2,0,0
ORD-101223,B2B-10240,327.65,7,8,1,60.81,-3,0,0
ORD-101224,B2B-6337,362.09,7,8,1,62.89,0,0,0
ORD-101225,B2B-19617,408.26,7,13,1,67.91,0,0,0
ORD-101226,B2B-5963,539.47,3,10,1,68.67,-2,0,0
ORD-101227,B2B-16719,326.27,7,12,0,66.99,-1,0,0
ORD-101228,B2B-16829,128.6,3,7,1,68.34,1,0,0
ORD-101229,B2B-50609,160.69,7,9,1,58.82,0,0,0
ORD-101230,B2B-2979,367.89,3,13,1,76.45,0,0,0
ORD-101231,B2B-10435,145.35,3,14,0,58.08,-2,0,0
ORD-101232,B2B-45330,371.39,3,9,0,65.23,6,3,0
ORD-101233,B2B-4182,385.92,3,13,0,55.25,0,0,0
ORD-101234,B2B-33006,288.71,3,10,1,45.45,-2,0,0
ORD-101235,B2B-27599,705.12,3,7,0,93.42,-3,0,0
ORD-101236,B2B-75395,95.08,7,13,0,45.38,0,0,0
ORD-101237,B2B-75641,39.25,3,13,0,45.13,1,0,0
ORD-101238,B2B-4919,100.95,3,13,0,46.75,0,0,0
ORD-101239,B2B-47096,91.69,3,7,0,55.56,0,0,0
ORD-101240,B2B-14370,314.39,7,9,0,67.1,0,0,0
ORD-101241,B2B-69665,585.98,3,7,0,83.83,1,0,0
ORD-101242,B2B-58097,527.36,3,11,1,71.86,2,0,0
ORD-101243,B2B-582,244.06,3,13,1,55.61,-1,0,0
ORD-101244,B2B-24529,628.53,3,11,1,92.01,0,0,0
ORD-101245,B2B-54070,415.03,3,11,0,71.99,2,0,1
ORD-101246,B2B-41910,191.25,3,12,0,47.8,1,0,0
ORD-101247,B2B-13496,404.5,3,9,0,61.7,6,3,1
ORD-101248,B2B-36952,659.01,7,12,0,65.4,0,0,0
ORD-101249,B2B-89458,169.02,7,7,1,87.63,0,0,0
ORD-101250,B2B-83562,229.29,7,8,0,54.72,-4,0,0
ORD-101251,B2B-45405,705.59,7,11,0,85.44,0,0,0
ORD-101252,B2B-50991,152.72,3,7,0,71.68,-1,0,0
ORD-101253,B2B-5625,674.77,3,12,0,72.46,-1,0,0
ORD-101254,B2B-89458,169.02,7,8,1,61.01,-2,0,0
ORD-101255,B2B-99501,643.12,3,12,0,100.17,2,0,0
ORD-101256,B2B-28602,223.1,3,13,1,41.2,3,0,0
ORD-101257,B2B-77482,132.64,7,7,0,52.17,0,0,0
ORD-101258,B2B-41547,272.28,3,14,0,49.67,-1,0,0
ORD-101259,B2B-53047,465.29,3,9,0,75.4,0,0,0
ORD-101260,B2B-50991,152.72,3,12,0,33.09,-1,0,0
ORD-101261,B2B-18221,348.44,3,11,0,61.51,1,0,0
ORD-101262,B2B-20126,415.01,3,12,0,55.53,-1,0,0
ORD-101263,B2B-40085,297.66,3,7,0,74.14,-1,0,0
ORD-101264,B2B-57770,398.92,3,10,0,68.39,1,0,0
ORD-101265,B2B-4952,366.81,3,14,0,76.61,6,3,1
ORD-101266,B2B-16185,106.42,3,14,0,69.2,0,0,0
ORD-101267,B2B-57541,338.12,3,8,1,56.12,0,0,0
ORD-101268,B2B-91629,222.93,3,10,1,57.2,1,0,0
ORD-101269,B2B-36952,659.01,7,7,1,77.88,1,0,0
ORD-101270,B2B-88750,232.31,7,7,0,38.32,0,0,0
ORD-101271,B2B-65273,526.64,3,14,1,67.04,0,0,0
ORD-101272,B2B-93157,103.37,3,9,0,56.86,2,0,0
ORD-101273,B2B-45936,315.79,3,8,1,75.37,1,0,1
ORD-101274,B2B-15987,646.88,3,8,0,99.01,-1,0,0
ORD-101275,B2B-12858,294.08,7,13,0,85.39,1,0,0
ORD-101276,B2B-35745,188.89,7,14,1,56.75,1,0,0
ORD-101277,B2B-28109,53.68,7,11,0,44.26,0,0,0
ORD-101278,B2B-81420,147.06,3,13,0,71.92,0,0,0
ORD-101279,B2B-84142,298.29,3,14,1,49.33,-1,0,0
ORD-101280,B2B-92368,113.13,3,10,0,62.27,0,0,0
ORD-101281,B2B-13363,167.98,3,8,1,53.01,-1,0,0
ORD-101282,B2B-84509,417.09,3,10,0,65.82,-3,0,0
ORD-101283,B2B-5963,539.47,3,12,0,69.59,0,0,0
ORD-101284,B2B-96058,216.57,7,14,0,53.34,-4,0,0
ORD-101285,B2B-84058,322.72,3,11,0,70.31,0,0,0
ORD-101286,B2B-11884,732.96,3,10,1,91.27,-1,0,0
ORD-101287,B2B-99646,86.76,7,12,0,48.86,2,0,1
ORD-101288,B2B-11435,298.71,7,9,1,74.62,1,0,0
ORD-101289,B2B-72765,873.91,3,12,1,119.57,4,1,0
ORD-101290,B2B-72239,82.52,7,7,0,50.36,1,0,0
ORD-101291,B2B-57435,293.3,3,11,0,52.04,-3,0,0
ORD-101292,B2B-72474,663.97,7,9,0,72.4,2,0,0
ORD-101293,B2B-80168,467.72,3,14,0,77.54,4,1,0
ORD-101294,B2B-53868,40.78,3,7,0,46.8,2,0,0
ORD-101295,B2B-65614,319.56,3,7,0,70.54,4,1,0
ORD-101296,B2B-58522,613.4,3,9,0,61.99,0,0,0
ORD-101297,B2B-65084,218.58,7,7,1,68.52,0,0,0
ORD-101298,B2B-70992,154.1,7,10,0,47.9,1,0,0
ORD-101299,B2B-21199,136.6,3,8,1,67.65,0,0,0
ORD-101300,B2B-73790,354.4,3,14,0,64.25,-3,0,0
ORD-101301,B2B-11435,298.71,7,14,0,77.27,0,0,0
ORD-101302,B2B-41024,433.53,3,14,0,65.11,0,0,0
ORD-101303,B2B-90351,64.85,7,11,0,51.04,-3,0,0
ORD-101304,B2B-57541,338.12,3,14,0,57.55,1,0,1
ORD-101305,B2B-54070,415.03,3,7,0,68.93,-2,0,0
ORD-101306,B2B-52106,665.15,3,9,0,95.23,2,0,0
ORD-101307,B2B-52522,313.94,3,11,1,69.12,1,0,0
ORD-101308,B2B-83416,207.08,3,10,0,63.74,-1,0,0
ORD-101309,B2B-75594,237.46,3,7,0,65.12,-2,0,0
ORD-101310,B2B-5218,370.92,3,7,0,64.31,0,0,0
ORD-101311,B2B-69860,629.23,3,13,0,80.88,-1,0,0
ORD-101312,B2B-83901,378.74,3,9,0,70.46,-1,0,0
ORD-101313,B2B-88555,560.64,3,7,0,94.41,6,3,1
ORD-101314,B2B-99501,643.12,3,10,1,89.02,-3,0,0
ORD-101315,B2B-45936,315.79,3,14,0,66.31,3,0,1
ORD-101316,B2B-23088,52.74,3,12,1,56.85,2,0,0
ORD-101317,B2B-81420,147.06,3,8,0,59.92,-2,0,0
ORD-101318,B2B-89419,495.82,7,13,0,86.24,6,0,1
ORD-101319,B2B-6754,533.44,3,11,0,71.77,4,1,1
ORD-101320,B2B-51530,257.73,3,10,0,73.81,0,0,0
ORD-101321,B2B-20143,477.8,3,11,0,70.28,-1,0,0
ORD-101322,B2B-45405,705.59,7,7,1,93.95,-2,0,0
ORD-101323,B2B-96462,172.15,3,13,1,70.2,4,1,1
ORD-101324,B2B-68919,182.23,7,9,0,60.91,3,0,0
ORD-101325,B2B-48997,508.18,3,13,0,78.0,-2,0,0
ORD-101326,B2B-56992,164.68,3,12,0,54.04,0,0,0
ORD-101327,B2B-46372,848.56,3,7,1,92.56,-1,0,0
ORD-101328,B2B-70992,154.1,7,12,0,64.27,0,0,0
ORD-101329,B2B-42643,334.58,3,13,0,74.94,2,0,0
ORD-101330,B2B-54971,147.06,7,8,0,50.24,0,0,0
ORD-101331,B2B-30184,318.79,7,10,0,76.38,0,0,0
ORD-101332,B2B-6337,362.09,7,14,1,73.89,0,0,0
ORD-101333,B2B-24922,637.48,7,13,0,74.7,1,0,0
ORD-101334,B2B-57435,293.3,3,10,0,80.76,4,1,0
ORD-101335,B2B-34548,666.29,7,8,0,100.15,0,0,0
ORD-101336,B2B-75395,95.08,7,9,1,63.56,0,0,0
ORD-101337,B2B-90351,64.85,7,11,0,50.28,2,0,0
ORD-101338,B2B-42595,363.92,3,14,1,58.91,4,1,1
ORD-101339,B2B-97922,843.37,7,7,1,82.35,0,0,0
ORD-101340,B2B-84085,454.16,3,12,1,66.65,-2,0,0
ORD-101341,B2B-5208,483.35,3,9,0,80.89,0,0,0
ORD-101342,B2B-70880,644.27,3,13,1,93.63,-2,0,0
ORD-101343,B2B-24529,628.53,3,14,0,74.53,0,0,0
ORD-101344,B2B-56560,103.28,3,11,0,67.45,-1,0,0
ORD-101345,B2B-88555,560.64,3,14,0,59.81,0,0,0
ORD-101346,B2B-81420,147.06,3,14,0,56.03,4,1,1
ORD-101347,B2B-16020,32.56,3,7,0,52.79,2,0,0
ORD-101348,B2B-76315,617.5,3,9,1,93.17,0,0,0
ORD-101349,B2B-73618,263.71,3,11,0,77.76,-7,0,0
ORD-101350,B2B-47320,752.74,3,13,0,103.95,0,0,0
ORD-101351,B2B-80015,168.28,3,8,1,56.04,0,0,0
ORD-101352,B2B-39539,614.75,3,12,0,78.7,6,3,1
ORD-101353,B2B-13005,364.43,3,10,0,74.66,3,0,0
ORD-101354,B2B-5218,370.92,3,13,0,60.06,-2,0,0
ORD-101355,B2B-55930,264.74,3,9,0,60.83,2,0,0
ORD-101356,B2B-70283,878.87,3,11,0,109.18,-2,0,0
ORD-101357,B2B-71281,295.12,3,14,0,84.91,1,0,0
ORD-101358,B2B-42641,304.19,3,13,0,67.76,1,0,0
ORD-101359,B2B-88998,653.07,3,11,0,89.03,6,3,1
ORD-101360,B2B-56126,432.51,3,10,0,61.97,2,0,0
ORD-101361,B2B-74695,672.08,3,12,1,105.22,1,0,0
ORD-101362,B2B-35745,188.89,7,9,0,52.99,0,0,0
ORD-101363,B2B-54070,415.03,3,8,0,82.36,-4,0,0
ORD-101364,B2B-50778,488.85,3,12,0,57.89,2,0,0
ORD-101365,B2B-55930,264.74,3,11,0,59.68,1,0,0
ORD-101366,B2B-35219,290.88,3,11,0,72.09,-1,0,0
ORD-101367,B2B-55207,245.68,3,14,1,53.3,0,0,0
ORD-101368,B2B-92314,119.55,3,14,0,73.92,-2,0,0
ORD-101369,B2B-27599,705.12,3,13,0,61.78,1,0,0
ORD-101370,B2B-93157,103.37,3,7,0,65.48,0,0,0
ORD-101371,B2B-33392,172.39,7,12,0,56.55,-1,0,0
ORD-101372,B2B-52689,643.13,3,12,1,92.25,5,2,1
ORD-101373,B2B-46396,251.37,7,12,1,57.34,-1,0,0
ORD-101374,B2B-2979,367.89,3,7,1,64.81,-1,0,0
ORD-101375,B2B-90471,681.93,3,8,1,84.81,5,2,1
ORD-101376,B2B-1715,321.45,7,12,0,45.91,0,0,0
ORD-101377,B2B-475,206.37,3,13,0,56.65,2,0,0
ORD-101378,B2B-43127,363.12,7,13,0,57.79,3,0,1
ORD-101379,B2B-67196,206.28,7,12,0,69.1,0,0,0
ORD-101380,B2B-33671,831.52,7,9,0,97.2,3,0,1
ORD-101381,B2B-99085,721.6,7,9,0,102.24,-2,0,0
ORD-101382,B2B-475,206.37,3,13,0,75.86,-1,0,0
ORD-101383,B2B-57908,246.06,3,9,0,70.32,-2,0,0
ORD-101384,B2B-99784,213.77,3,8,0,49.31,1,0,0
ORD-101385,B2B-14370,314.39,7,13,0,69.14,0,0,0
ORD-101386,B2B-31506,802.14,7,7,0,85.83,3,0,0
ORD-101387,B2B-9928,85.7,3,14,1,52.6,-1,0,0
ORD-101388,B2B-96332,296.44,3,12,0,51.42,2,0,0
ORD-101389,B2B-77067,322.91,7,10,0,72.58,0,0,0
ORD-101390,B2B-14161,220.42,3,7,0,61.07,0,0,0
ORD-101391,B2B-47208,563.28,3,12,1,73.01,1,0,0
ORD-101392,B2B-2773,223.95,3,7,0,64.38,0,0,0
ORD-101393,B2B-41178,124.26,3,14,0,65.03,-1,0,0
ORD-101394,B2B-24922,637.48,7,13,0,64.48,0,0,0
ORD-101395,B2B-40702,229.26,7,7,0,44.02,5,0,0
ORD-101396,B2B-99156,196.4,3,8,1,59.55,0,0,0
ORD-101397,B2B-76315,617.5,3,10,1,71.43,6,3,1
ORD-101398,B2B-42595,363.92,3,13,0,52.31,-2,0,0
ORD-101399,B2B-582,244.06,3,9,1,70.25,0,0,0
ORD-101400,B2B-54346,648.51,7,10,0,76.55,2,0,0
ORD-101401,B2B-5107,521.23,7,14,0,76.31,0,0,0
ORD-101402,B2B-73101,574.65,3,14,1,55.51,-2,0,0
ORD-101403,B2B-24529,628.53,3,10,1,77.04,0,0,0
ORD-101404,B2B-47096,91.69,3,9,0,56.6,0,0,0
ORD-101405,B2B-41580,585.24,7,10,1,78.66,0,0,0
ORD-101406,B2B-73752,578.14,7,13,1,74.06,3,0,0
ORD-101407,B2B-76315,617.5,3,12,1,61.14,0,0,0
ORD-101408,B2B-36874,580.4,3,8,0,79.32,1,0,0
ORD-101409,B2B-35323,248.47,3,12,0,60.65,0,0,0
ORD-101410,B2B-57435,293.3,3,13,0,59.52,1,0,0
ORD-101411,B2B-86819,531.68,3,10,1,80.0,-1,0,0
ORD-101412,B2B-29290,739.67,7,11,0,86.55,5,0,1
ORD-101413,B2B-15993,270.48,3,8,0,61.82,0,0,0
ORD-101414,B2B-77707,132.1,3,7,1,55.76,-2,0,0
ORD-101415,B2B-50991,152.72,3,13,0,66.19,0,0,0
ORD-101416,B2B-48337,217.85,3,13,0,72.68,1,0,0
ORD-101417,B2B-51284,206.47,3,14,1,61.23,-1,0,0
ORD-101418,B2B-71321,460.1,7,9,0,75.72,2,0,0
ORD-101419,B2B-77067,322.91,7,11,0,71.96,3,0,0
ORD-101420,B2B-83901,378.74,3,10,0,63.34,2,0,0
ORD-101421,B2B-69678,207.28,3,12,0,56.39,-4,0,0
ORD-101422,B2B-39734,599.79,3,10,1,95.67,-1,0,0
ORD-101423,B2B-58025,333.8,3,11,0,76.81,2,0,0
ORD-101424,B2B-88968,928.28,7,11,0,107.7,0,0,0
ORD-101425,B2B-29165,23.01,3,8,0,34.95,0,0,0
ORD-101426,B2B-25226,147.8,3,9,1,50.67,3,0,1
ORD-101427,B2B-73790,354.4,3,14,0,67.6,0,0,0
ORD-101428,B2B-93117,583.68,3,8,0,64.4,0,0,0
ORD-101429,B2B-16615,353.55,3,10,1,63.2,3,0,0
ORD-101430,B2B-58252,190.25,3,10,0,72.85,-3,0,0
ORD-101431,B2B-11784,537.63,7,12,1,97.58,3,0,0
ORD-101432,B2B-88360,120.26,7,8,0,56.21,-2,0,0
ORD-101433,B2B-56377,536.78,3,9,0,78.07,-2,0,0
ORD-101434,B2B-31915,291.96,7,13,0,61.18,-1,0,0
ORD-101435,B2B-73752,578.14,7,12,0,71.53,0,0,0
ORD-101436,B2B-80146,723.44,7,9,0,81.2,4,0,1
ORD-101437,B2B-41910,191.25,3,8,0,51.99,-1,0,0
ORD-101438,B2B-89899,618.63,3,12,0,70.46,1,0,0
ORD-101439,B2B-53897,321.22,3,11,0,67.46,1,0,0
ORD-101440,B2B-29283,334.32,3,13,0,59.26,0,0,0
ORD-101441,B2B-84982,168.92,3,10,1,58.19,0,0,0
ORD-101442,B2B-58252,190.25,3,13,1,53.47,0,0,0
ORD-101443,B2B-80015,168.28,3,10,0,52.89,5,2,1
ORD-101444,B2B-5625,674.77,3,12,0,102.73,-1,0,0
ORD-101445,B2B-7824,603.55,3,12,1,82.85,-4,0,0
ORD-101446,B2B-89291,355.57,3,12,0,71.76,2,0,0
ORD-101447,B2B-54672,550.57,3,7,0,80.73,1,0,0
ORD-101448,B2B-89419,495.82,7,9,0,72.17,1,0,0
ORD-101449,B2B-41054,470.71,7,9,0,74.27,-1,0,0
ORD-101450,B2B-42595,363.92,3,8,0,85.42,0,0,0
ORD-101451,B2B-69254,391.86,7,9,0,59.26,1,0,0
ORD-101452,B2B-14626,632.92,3,12,0,69.5,0,0,0
ORD-101453,B2B-57770,398.92,3,14,0,58.88,-3,0,0
ORD-101454,B2B-10589,206.53,7,14,0,60.76,0,0,0
ORD-101455,B2B-46372,848.56,3,8,1,99.59,0,0,0
ORD-101456,B2B-25537,634.04,7,11,0,95.82,2,0,0
ORD-101457,B2B-3615,392.89,3,7,1,74.87,-2,0,0
ORD-101458,B2B-79642,606.95,3,7,0,84.01,-4,0,0
ORD-101459,B2B-76315,617.5,3,14,1,88.42,1,0,0
ORD-101460,B2B-29323,274.14,3,7,0,58.12,0,0,0
ORD-101461,B2B-37533,626.0,3,8,0,88.85,1,0,0
ORD-101462,B2B-55682,551.53,3,11,1,86.59,-3,0,0
ORD-101463,B2B-11265,241.54,3,7,0,64.19,0,0,0
ORD-101464,B2B-34252,310.33,3,9,0,83.82,0,0,0
ORD-101465,B2B-72918,181.99,3,8,0,47.48,0,0,0
ORD-101466,B2B-52072,696.94,7,14,1,87.48,-1,0,0
ORD-101467,B2B-88750,232.31,7,14,0,66.6,0,0,0
ORD-101468,B2B-50778,488.85,3,7,0,70.04,-2,0,0
ORD-101469,B2B-31915,291.96,7,9,0,76.82,2,0,1
ORD-101470,B2B-80015,168.28,3,9,0,49.62,0,0,0
ORD-101471,B2B-74692,309.02,3,7,0,53.87,0,0,0
ORD-101472,B2B-37132,667.08,7,12,1,64.67,-1,0,0
ORD-101473,B2B-73618,263.71,3,12,0,53.96,0,0,0
ORD-101474,B2B-52738,826.49,3,9,1,106.1,1,0,1
ORD-101475,B2B-38398,610.12,3,7,0,85.81,-2,0,0
ORD-101476,B2B-93002,216.77,3,12,0,68.55,-2,0,0
ORD-101477,B2B-35323,248.47,3,7,0,78.47,-2,0,0
ORD-101478,B2B-40178,294.57,3,7,0,69.49,-1,0,0
ORD-101479,B2B-69617,439.75,7,11,0,72.35,-2,0,0
ORD-101480,B2B-53943,648.98,3,8,0,84.24,-4,0,0
ORD-101481,B2B-16876,560.95,3,8,1,69.12,-2,0,0
ORD-101482,B2B-41910,191.25,3,9,1,52.31,-2,0,0
ORD-101483,B2B-79866,122.78,3,7,1,76.14,0,0,0
ORD-101484,B2B-84982,168.92,3,8,0,70.05,0,0,0
ORD-101485,B2B-54971,147.06,7,9,0,54.25,1,0,0
ORD-101486,B2B-47096,91.69,3,7,0,45.69,2,0,0
ORD-101487,B2B-67244,698.62,3,11,1,72.48,1,0,1
ORD-101488,B2B-79786,588.46,7,10,0,85.37,2,0,0
ORD-101489,B2B-41024,433.53,3,9,1,57.01,2,0,0
ORD-101490,B2B-20890,275.5,7,13,0,30.81,1,0,0
ORD-101491,B2B-41329,225.17,7,10,0,97.25,-2,0,0
ORD-101492,B2B-91629,222.93,3,13,0,52.21,-4,0,0
ORD-101493,B2B-89419,495.82,7,11,0,63.51,3,0,0
ORD-101494,B2B-86225,237.6,3,10,0,55.79,-1,0,0
ORD-101495,B2B-74692,309.02,3,8,0,86.41,-2,0,0
ORD-101496,B2B-75357,507.79,3,8,0,79.51,-1,0,0
ORD-101497,B2B-21862,673.76,3,10,0,85.68,5,2,1
ORD-101498,B2B-41054,470.71,7,13,0,80.0,1,0,0
ORD-101499,B2B-19595,342.82,7,9,0,54.26,0,0,0
ORD-101500,B2B-55596,37.19,3,10,0,64.09,0,0,0
ORD-101501,B2B-48439,187.34,3,11,0,60.97,0,0,0
ORD-101502,B2B-24909,303.24,3,12,0,69.72,1,0,0
ORD-101503,B2B-84961,445.61,7,13,0,68.8,1,0,0
ORD-101504,B2B-20315,92.54,3,11,1,64.3,0,0,0
ORD-101505,B2B-36206,423.79,3,14,1,71.13,-1,0,0
ORD-101506,B2B-74836,437.22,3,10,0,82.64,1,0,0
ORD-101507,B2B-53943,648.98,3,12,1,91.51,1,0,0
ORD-101508,B2B-89291,355.57,3,7,0,71.18,1,0,0
ORD-101509,B2B-3443,221.32,3,7,0,48.54,-2,0,0
ORD-101510,B2B-58097,527.36,3,14,0,73.17,0,0,0
ORD-101511,B2B-38826,536.49,7,11,0,77.02,0,0,0
ORD-101512,B2B-39487,103.63,3,8,0,54.66,0,0,0
ORD-101513,B2B-48439,187.34,3,13,0,67.77,-1,0,0
ORD-101514,B2B-88555,560.64,3,7,1,85.99,1,0,0
ORD-101515,B2B-532,57.73,7,12,1,45.96,-1,0,0
ORD-101516,B2B-71923,815.91,3,13,0,90.91,4,1,1
ORD-101517,B2B-14570,633.84,3,14,1,56.0,1,0,0
ORD-101518,B2B-11435,298.71,7,7,0,58.21,2,0,0
ORD-101519,B2B-17740,162.38,3,8,0,66.43,-2,0,0
ORD-101520,B2B-4727,619.93,7,7,0,72.02,1,0,1
ORD-101521,B2B-54945,251.33,7,13,1,54.61,-1,0,0
ORD-101522,B2B-52689,643.13,3,7,0,76.8,0,0,0
ORD-101523,B2B-69617,439.75,7,8,0,76.4,4,0,0
ORD-101524,B2B-97276,198.51,3,11,0,77.84,3,0,0
ORD-101525,B2B-15887,234.39,7,7,1,69.43,-2,0,0
ORD-101526,B2B-96173,452.85,3,11,0,68.6,0,0,0
ORD-101527,B2B-53897,321.22,3,7,0,74.4,1,0,0
ORD-101528,B2B-30703,215.86,3,14,1,43.62,-2,0,0
ORD-101529,B2B-30230,742.12,3,7,0,87.36,1,0,0
ORD-101530,B2B-37533,626.0,3,11,1,76.02,2,0,0
ORD-101531,B2B-20256,276.38,3,13,0,69.84,0,0,0
ORD-101532,B2B-41342,247.72,3,14,0,56.44,5,2,1
ORD-101533,B2B-19543,260.58,7,7,0,49.27,0,0,0
ORD-101534,B2B-84982,168.92,3,14,1,66.4,1,0,0
ORD-101535,B2B-52585,496.03,7,11,1,68.88,1,0,0
ORD-101536,B2B-5625,674.77,3,11,0,79.96,0,0,0
ORD-101537,B2B-77482,132.64,7,14,0,50.25,1,0,0
ORD-101538,B2B-73101,574.65,3,14,1,66.72,1,0,1
ORD-101539,B2B-14570,633.84,3,9,0,86.56,1,0,0
ORD-101540,B2B-19407,308.14,3,9,0,55.04,0,0,0
ORD-101541,B2B-61154,527.14,3,14,0,71.2,2,0,0
ORD-101542,B2B-81277,659.12,3,7,0,82.13,2,0,0
ORD-101543,B2B-99045,685.6,3,9,0,85.66,1,0,0
ORD-101544,B2B-51328,571.61,3,9,1,69.84,2,0,0
ORD-101545,B2B-30067,209.94,7,14,1,54.79,1,0,0
ORD-101546,B2B-12409,200.39,7,7,0,65.6,1,0,0
ORD-101547,B2B-11848,509.37,3,12,1,88.03,1,0,0
ORD-101548,B2B-86465,662.66,7,13,0,82.8,0,0,0
ORD-101549,B2B-90230,406.47,7,14,1,73.05,-1,0,0
ORD-101550,B2B-89892,259.72,3,9,0,51.84,3,0,0
ORD-101551,B2B-72630,54.03,3,10,1,41.93,0,0,0
ORD-101552,B2B-90230,406.47,7,13,1,71.21,0,0,0
ORD-101553,B2B-36771,443.33,3,8,0,73.53,2,0,0
ORD-101554,B2B-45405,705.59,7,14,0,81.06,0,0,0
ORD-101555,B2B-3029,244.75,3,11,0,75.11,1,0,0
ORD-101556,B2B-28120,444.72,3,10,0,70.48,5,2,0
ORD-101557,B2B-68919,182.23,7,14,1,62.01,3,0,0
ORD-101558,B2B-17624,231.66,3,7,0,60.83,0,0,0
ORD-101559,B2B-12409,200.39,7,11,0,58.07,0,0,0
ORD-101560,B2B-49044,662.08,7,14,0,91.41,0,0,0
ORD-101561,B2B-48337,217.85,3,7,0,61.22,0,0,0
ORD-101562,B2B-47887,421.59,3,8,1,82.83,0,0,0
ORD-101563,B2B-45405,705.59,7,11,0,75.68,0,0,0
ORD-101564,B2B-13005,364.43,3,9,0,71.53,0,0,0
ORD-101565,B2B-87571,271.95,3,13,1,65.62,-4,0,0
ORD-101566,B2B-89419,495.82,7,13,0,95.79,4,0,0
ORD-101567,B2B-17894,412.29,7,11,0,70.56,-4,0,0
ORD-101568,B2B-72474,663.97,7,7,0,91.24,4,0,0
ORD-101569,B2B-75299,418.34,3,8,0,75.2,-1,0,0
ORD-101570,B2B-89892,259.72,3,10,0,65.22,-2,0,0
ORD-101571,B2B-41329,225.17,7,9,1,51.19,2,0,0
ORD-101572,B2B-99045,685.6,3,11,0,79.38,0,0,0
ORD-101573,B2B-26559,410.2,7,10,0,81.6,-1,0,0
ORD-101574,B2B-93833,418.51,3,10,0,70.78,0,0,0
ORD-101575,B2B-30230,742.12,3,11,1,68.32,-1,0,0
ORD-101576,B2B-38398,610.12,3,12,0,81.65,-1,0,0
ORD-101577,B2B-33392,172.39,7,9,0,62.95,-1,0,0
ORD-101578,B2B-93543,576.39,7,11,0,72.8,0,0,0
